,mz,mzmin,mzmax,rt,rtmin,rtmax,npeaks,X1,isotopes,adduct,pcgroup,mtab_alm_UW_072718_04.mzML,mtab_alm_UW_072718_08.mzML,mtab_alm_UW_072718_81.mzML,mtab_alm_UW_072718_55.mzML,mtab_alm_UW_072718_59.mzML,mtab_alm_UW_072718_89.mzML,mtab_alm_UW_072718_106.mzML,mtab_alm_UW_072718_124.mzML,mtab_alm_UW_072718_158.mzML,mtab_alm_UW_072718_160.mzML,mtab_alm_UW_072718_161.mzML,mtab_alm_UW_072718_162.mzML
456,181.0716,181.0713,181.0721,33.9709,32.1807,52.6248,45,44,,,52,11.138293548022098,0.0,10.690883916210577,18.03950169631997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,181.8374,181.8373,181.8375,458.1495,428.7152,530.2253,122,23,,,237,19.650458588931606,19.415872605121823,19.75683728146804,19.838816600751155,19.757959161240315,19.97651114483913,19.917244074411244,20.09249986291122,20.017054467401895,19.852071728982374,19.816066947890413,20.059011550487764
458,181.8374,181.8373,181.8375,412.2232,373.2928,427.8625,57,16,,,32,19.95952847369105,20.07616298852123,19.749684264213144,19.78821227430487,19.72560941791058,19.927245090669786,19.795479530583126,19.61341814691172,19.837393866179287,19.658101199182887,19.83415545792778,19.877123070928434
459,181.9766,181.9763,181.9768,28.5741,26.9961,30.0556,74,74,[27][M+1]-,,17,14.248200726268491,11.723386538757465,0.0,17.32876384744701,17.63463432206704,18.02613932598533,18.072687367030483,18.040423807078884,17.880620385456876,19.854064399908438,17.948086486671514,17.945267411837236
460,181.9918,181.9917,181.9919,206.1589,203.9892,214.1899,136,136,[29][M]-,,68,0.0,0.0,10.002855822700164,21.928157393075473,11.861555071295458,0.0,11.135409287805487,11.447990387421472,10.407678617762073,10.544266256722146,11.151996337561545,0.0
461,182.0095,182.0094,182.0096,323.1458,322.6943,324.0143,20,20,,,1054,0.0,0.0,0.0,15.84425722059262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,182.0095,182.0094,182.0096,294.7596,294.1749,295.9292,19,19,,,444,0.0,10.136743498800174,0.0,14.719376113268812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,182.0281,182.028,182.0283,238.4224,237.1369,239.348,12,12,,,1120,0.0,0.0,0.0,13.8886099145714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,182.04,182.0399,182.0403,155.8652,142.699,165.3738,110,106,,,170,0.0,0.0,0.0,19.13930201304382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,182.0459,182.0458,182.046,145.9848,134.9472,157.7191,137,137,,,834,13.984566468348195,12.75918704252465,11.914507420231002,20.573172496899325,13.23159324707775,10.532643541219706,0.0,11.547966133169878,11.78150113396965,11.494936500061305,0.0,12.132848912203853
466,182.0459,182.0458,182.046,246.68,244.9012,247.9341,11,11,,,716,12.362634918617362,10.923863392643602,10.308217049581012,14.166121298900922,0.0,0.0,0.0,0.0,0.0,11.893571670897469,9.953659182704826,0.0
467,182.054,182.0539,182.0541,222.1624,221.0275,223.8907,32,32,[28][M+1]-,,905,0.0,0.0,0.0,18.30931732112522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,182.0822,182.0812,182.0823,289.3955,260.2423,306.8492,20,19,,,582,0.0,0.0,0.0,18.541166274480155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,182.8793,182.8792,182.8796,37.4379,36.0646,39.3896,25,25,,,547,0.0,0.0,0.0,12.548056088078827,21.467522485120227,23.892572406306506,21.62870259855261,23.007741923129142,23.320327629243028,24.430150956997533,23.333187295479256,21.409254438120072
470,182.8966,182.8964,182.8968,1.7025,1.2136,21.5587,162,160,,[M-2H+K]- 145.949,40,21.60608465764751,20.454522443905546,20.893441920993872,21.24451235213405,21.276380694639077,20.60085923613044,20.446247577203398,20.414330131367382,20.705038315147217,22.485295972085492,20.43966400788384,20.381821281993794
471,182.946,182.9459,182.9462,27.194,25.9635,28.1153,18,18,,[M+Cl]- 147.973,3,0.0,0.0,0.0,16.43079940628429,11.175119203239861,13.183966437316627,13.04000622992134,11.826169896359808,11.90997009938028,12.949911509717342,10.371900735136348,10.761320429349546
472,182.9951,182.995,182.9952,206.0102,204.1567,209.721,15,15,[29][M+1]-,,68,0.0,0.0,0.0,17.81650637893332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,183.0065,183.0062,183.0066,41.3507,38.8538,42.9924,11,11,,,825,0.0,0.0,0.0,18.42119979096485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,183.0492,183.0491,183.0493,149.5496,135.5388,152.3397,9,9,,,723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,184.0615,184.0605,184.0616,132.7237,113.6376,147.635,33,33,,,1033,15.05945110285668,15.647938632985172,14.636803265531945,15.542296728602679,14.660564524473235,14.364877252988423,13.81393451860543,13.937810462686983,13.78637475481705,12.796448902088766,12.658193988164506,14.22779038496858
476,184.0979,184.0969,184.098,295.3267,278.4825,296.4974,97,97,,,445,0.0,0.0,0.0,19.514429617576173,0.0,0.0,0.0,0.0,10.999921724258934,11.731486235898753,0.0,0.0
477,184.9546,184.9543,184.9549,59.2683,57.1859,62.1412,83,83,,,938,0.0,0.0,0.0,18.993891311410216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,185.0125,185.0123,185.0128,50.0882,46.4625,58.2355,90,81,,,46,0.0,10.384646560043823,11.15945573066034,21.33037397095668,14.015065364655879,0.0,0.0,11.31465242375969,12.032913430498734,12.157141043321722,13.517748149784232,11.662953302608008
479,185.0278,185.0277,185.0279,268.2824,266.0465,280.2638,74,61,[30][M]-,,267,0.0,12.760554924911757,13.404574085397577,21.29223968486405,0.0,0.0,0.0,0.0,0.0,10.087822195820065,0.0,0.0
480,185.0567,185.0564,185.0569,40.7536,38.3402,42.6268,16,16,,,1098,0.0,0.0,0.0,18.058736046555907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,185.0819,185.0818,185.0821,301.8526,300.0892,313.8463,131,124,,,89,14.529142331215525,14.74913021709727,14.168395828277426,19.40919783788546,15.309462608734936,14.245750580546435,14.107992297631828,14.197037465052253,13.437149342558447,0.0,15.092858480755137,13.467695783258206
482,185.8751,185.8749,185.8766,35.9212,27.6581,38.541,18,18,,,619,18.743376563981883,19.304772253702343,18.9629075632397,15.649296326563574,12.550705320088047,18.81975868833156,15.897065456487212,0.0,17.99355410080148,16.57564407572639,18.20552588708161,0.0
483,186.0311,186.031,186.0313,268.0453,266.3146,269.3021,34,34,[30][M+1]-,,267,0.0,0.0,10.050346722609577,16.293021611930723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,186.0407,186.0406,186.0409,61.6681,59.7605,65.8587,12,12,,,1029,10.666887300560596,0.0,0.0,14.11292577387248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,186.1136,186.1131,186.114,281.2934,279.1192,282.6819,107,103,[31][M]-,,11,13.007561592697694,14.52349672189327,14.174941241545177,24.809206512934377,13.799313006982848,13.408439185289105,13.836906539085845,12.644566580647858,13.814488735555646,13.698697190015638,13.856944259051264,13.80164833982371
486,186.9296,186.9291,186.9301,29.4702,27.1392,30.7486,138,134,,,4,17.806042550051934,0.0,0.0,23.09400902868907,14.143926988357805,17.813695982578924,15.098973466587315,16.007011133653904,17.899068955574283,14.516754310746931,16.412911540970622,14.315784526713216
487,187.007,187.0067,187.0077,287.6482,286.1696,289.4859,141,137,[32][M]-,,16,0.0,0.0,0.0,23.825201091829616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,187.0612,187.0611,187.0613,211.7914,209.3164,224.5061,64,54,,,912,12.93737065990299,13.832384355313447,11.740786580703174,18.822351420434636,19.00454526072407,11.648617081962607,17.506774171770296,18.12952068145553,0.0,19.860494841867897,17.897180950154954,18.274987122797462
489,187.0724,187.0714,187.0726,49.3143,32.6112,58.2992,39,39,,,58,0.0,0.0,0.0,17.017891195189097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,187.0976,187.0968,187.0982,326.6406,324.9895,327.9618,155,149,[33][M]-,,5,17.330067288424686,18.07418227612658,18.360087219221384,25.062342006257158,25.909741062420494,25.222851985511216,25.114535227978372,25.456870278597894,25.31169574526621,27.44769061446394,25.52034515206786,25.717507389865695
491,187.1087,187.1077,187.109,48.647,41.2413,79.55,34,33,,,58,10.464848744832045,0.0,0.0,14.969868715942319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,187.1088,187.1086,187.1089,182.22,173.7303,186.3609,22,21,,,49,10.136104061604092,10.106058657876698,9.896994633058295,17.54110318417955,0.0,0.0,9.734459699512426,0.0,0.0,0.0,0.0,0.0
493,187.1169,187.1168,187.117,281.3709,279.2408,282.6819,88,88,[31][M+1]-,,11,0.0,0.0,0.0,21.37862407641173,0.0,0.0,0.0,0.0,0.0,9.979986623438219,0.0,0.0
494,187.8721,187.872,187.8722,35.6294,27.073,36.5561,14,14,,,19,16.17295869760158,18.130323279568206,17.914462659368798,11.524501132022008,11.624555340252385,14.943937104940552,15.334744429480725,11.709010643308924,13.166661980913299,14.693271394181734,14.620086161853061,0.0
495,187.8735,187.8733,187.8737,91.1488,23.3822,126.1373,68,19,,,1175,18.989188829172257,19.694281361956723,18.63150834645127,18.339228587515258,18.869778055980216,18.87988589263248,18.736128277079633,18.67714219856962,18.443530393779273,18.384171088557068,18.361780350245063,18.441116078100265
496,187.9286,187.9283,187.9289,1.6633,1.0222,2.4405,102,102,,,40,18.196173772707333,18.031931691840988,17.69234184236565,18.05178885971833,17.924296845687596,17.73384981986793,18.965985675116205,18.773521636638794,17.50493501970494,19.191134162659747,17.861044619507837,18.769436024895835
497,188.0022,188.0019,188.0024,60.1479,39.4875,64.2649,23,23,,,939,0.0,0.0,0.0,13.106939764596412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,188.0103,188.0102,188.0104,287.6438,285.8368,288.8839,126,126,[32][M+1]-,,16,0.0,0.0,0.0,20.018858081308828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,188.0353,188.0352,188.0354,230.8405,228.3632,233.3634,119,119,,,1003,12.65565256560037,10.39006032389692,0.0,19.378775923963847,0.0,10.254561464020558,0.0,0.0,0.0,10.253320593720458,0.0,0.0
500,188.0564,188.0561,188.0565,75.8861,67.2232,80.0129,125,124,,,199,0.0,0.0,0.0,19.95909206205337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,188.1009,188.1007,188.1011,326.6425,325.4715,327.9618,122,122,[33][M+1]-,,5,13.677226265453754,14.893739543176038,14.923121126559472,21.700458131361728,22.56766825456088,21.87162377901594,21.758581223602597,22.07313839270261,21.953112206544088,24.109946455475175,22.199014877552,22.372572623319204
502,188.1039,188.1029,188.104,40.6219,38.4545,52.6248,13,12,,,1099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,188.8974,188.8972,188.8977,37.3023,35.4154,39.117,62,62,,,559,0.0,0.0,0.0,10.354873614235794,22.68050553909469,23.932247882715696,22.785156794418292,23.55265046049712,23.41848274762071,24.49685041181444,23.204693307955072,22.01745720124742
504,188.933,188.9327,188.9332,1.6808,1.3453,2.4405,155,155,[34][M]-,[M+Cl]- 153.972,40,19.50961177222637,19.27551639696509,19.99934887524716,19.56870611509757,19.678849266132715,18.905342561790334,19.35302474991765,19.013573785279597,19.24414426791827,21.156377719567566,19.194638124904753,19.376952820359115
505,188.9516,188.9514,188.9518,403.9789,402.8873,445.5609,151,141,[35][M]-,,26,0.0,0.0,11.385563186439287,20.50140072015777,17.514941578693378,21.513495927279557,20.44805457063252,19.362405930700003,21.395009163411533,22.90577783915187,19.351866042041934,12.878356970786168
506,188.9864,188.9863,188.9865,198.0437,196.2057,204.6481,133,133,[36][M]-,,80,0.0,0.0,0.0,21.464819970731696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,188.9863,188.9862,188.9863,103.9293,79.6552,108.4314,110,107,,,219,0.0,0.0,19.00907882302737,19.049747324242357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,189.0027,189.0026,189.0029,287.643,285.8368,288.8839,120,120,[32][M+2]-,,16,0.0,0.0,0.0,19.263620018670984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,189.0404,189.0395,189.0405,84.3777,48.4969,96.6393,42,42,,,1110,0.0,11.744553006593927,0.0,18.891952472738026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,189.0405,189.0404,189.0405,199.1728,197.8345,200.7282,9,9,,,946,0.0,0.0,9.926104106611282,14.382521836485264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,189.1017,189.1016,189.1018,326.6409,325.4715,327.6078,20,20,[33][M+2]-,,418,0.0,0.0,0.0,15.827978479636883,18.72406420093228,18.036502299520194,17.804467449977555,18.298879584045434,18.01139242211538,20.16120965424798,18.131094114558422,18.55518598532815
512,189.8706,189.8705,189.8707,22.0664,18.9959,25.7134,19,19,,,737,18.531943435893265,19.192589172694895,18.061653827038718,18.816840986046838,19.014709990175948,18.143782407907903,19.075916145336482,18.93564161532757,18.734727889278787,19.469024203051113,18.974767442641756,18.882154250186375
513,189.9314,189.9311,189.9316,1.6238,1.0224,2.2121,62,62,[34][M+1]-,,40,17.993752919384633,20.344651549192026,18.5902874201416,18.041273407357014,17.79129278501218,17.79118527749499,17.63818480717826,17.253453492040137,17.014549330722122,19.829393387423718,18.070215436743922,18.154523456827327
514,189.9549,189.9547,189.9551,403.9704,402.9081,404.5732,69,69,[35][M+1]-,,26,0.0,0.0,0.0,15.829044703407849,13.504103335670688,17.15297134547696,15.728125539043537,14.863237160696634,17.155803492377814,15.758489712038745,14.187240536296914,13.006403344160196
515,189.9896,189.9894,189.9897,197.2164,196.4914,201.7137,12,12,[36][M+1]-,,80,0.0,0.0,0.0,16.516450702464315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,190.051,190.0509,190.0511,279.8367,278.0076,280.8878,114,114,,,11,10.793196806567227,9.535261969580482,0.0,18.976089723079447,0.0,10.231315656866416,0.0,0.0,0.0,9.48098364849047,0.0,9.972905900586637
517,190.8883,190.8882,190.8883,19.6244,2.2004,23.3661,23,16,,,24,18.529498159474286,18.28281648839993,19.617740794842355,18.62829769470512,18.662022246894036,19.005579322555462,19.150909605435686,18.968164871061727,19.569181399577825,21.15030752732971,19.47315796607064,19.27800789840068
518,190.8944,190.8942,190.8947,37.3072,36.0646,39.117,57,57,,,560,0.0,0.0,0.0,12.93924009390691,22.046836804648525,23.348255934895587,22.141450892451616,22.944243238546076,22.831975366841874,23.853344986553143,22.593069859561265,21.326784698489615
519,190.897,190.8969,190.8972,245.006,242.9853,249.3714,29,29,,,717,0.0,0.0,0.0,14.95891844082097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,190.9268,190.9261,190.927,246.7026,207.6553,299.5242,71,11,,,31,13.67103693497024,0.0,15.945756622102646,15.564195151309665,16.149497930358187,15.04310926977276,18.072178263828906,18.509121792182675,19.78667092603516,20.64793091351777,19.08414564462531,19.37038068866119
521,190.9285,190.9282,190.9285,103.765,57.8472,160.6364,50,11,,,1182,19.85700818192306,21.469695031877304,20.14489202386124,18.403966628690316,18.4335950570328,18.784728358537503,17.88335655850525,17.865592638128536,18.506395835799744,16.96732464205792,17.958967007605672,17.31288814367064
522,190.9284,190.928,190.9287,2.2111,1.3453,54.6408,245,160,[37][M]-,[M-2H+K]- 153.972,40,24.78665428245276,25.233497211321286,24.368104405007795,23.952629168181172,23.98331804892897,23.865229645311523,23.719464683067482,23.47117084165281,23.545555497735556,25.594616225283463,23.704814302240013,23.705245560212393
523,190.9486,190.9485,190.9489,403.9725,402.8873,441.9669,144,137,[35][M+2]-,,26,9.873275682154924,0.0,10.142200335655463,19.85961752095881,16.657438110765366,20.929127960998905,19.81744048207863,18.479345897884937,20.742311756919882,22.228162021591448,18.244301439481198,12.589336459509015
524,191.002,191.0017,191.0021,150.7664,147.3691,159.769,19,19,,,167,0.0,0.0,0.0,15.852034869957285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,191.0197,191.0187,191.0204,58.3821,34.6114,63.6719,250,138,[38][M]-,,6,16.95610099034401,13.061816293186743,15.349112728744839,25.452864730865475,17.958082689117333,17.047471509899086,12.526102644048322,14.392798449124784,17.10307795621933,14.400040304504751,10.838957678537074,16.780794267869908
526,191.056,191.0555,191.0564,38.7882,32.4367,40.7829,139,135,[39][M]-,,22,0.0,0.0,0.0,22.69426082582594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527,191.1077,191.1076,191.1079,364.4885,363.5387,365.2934,113,113,,,165,13.202751215244348,13.695792765758341,13.311709801651151,19.642849276753303,12.795429913660229,12.202753887671765,12.882976560974452,12.442213875393733,12.251312445121819,13.917824757384187,11.179685709641392,12.473577445203391
528,191.9317,191.9315,191.932,1.6597,1.0222,2.4405,102,102,[37][M+1]-,,40,17.699489185363873,18.662824500400482,17.908562055553134,18.228923002535133,17.929634144781925,17.764730653764172,17.546876031261352,17.435940634346426,18.047035290044853,19.725237764894544,18.14205021265552,18.276095525871792
529,191.9519,191.9518,191.9522,403.9807,402.9081,404.5732,38,38,[35][M+3]-,,26,0.0,0.0,0.0,15.134329745385674,12.780609407750651,17.08971608994523,15.684080680942174,12.398413126132265,16.673912049474197,16.11280726062747,14.72452075150994,12.499140823988938
530,192.023,192.0226,192.0233,58.9682,43.0378,63.6719,146,128,[38][M+1]-,,6,0.0,0.0,0.0,21.504717638560432,11.567299879278384,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,192.0593,192.059,192.0596,38.8591,36.6617,40.6782,90,90,[39][M+1]-,,22,0.0,0.0,0.0,18.589532752214648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,192.9456,192.9455,192.9459,403.9704,402.889,404.575,81,81,[35][M+4]-,,26,0.0,0.0,0.0,16.099118435795944,12.690301643229581,18.228247202379162,16.094990830481123,15.31218113395658,17.750679770788942,18.42520054924176,15.457524648204625,11.848802199014234
533,192.9811,192.9811,192.9813,91.8646,86.5851,98.9307,22,22,,,258,0.0,0.0,0.0,18.241048992873086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,193.0238,193.0235,193.0241,59.0552,57.1859,62.1995,93,93,[38][M+2]-,,6,0.0,0.0,0.0,19.084912391035918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,193.0352,193.0349,193.0355,33.9174,31.1732,35.2868,133,133,,,52,12.804749010132642,11.352270361255137,10.588980618854064,20.856887315380185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536,193.0869,193.0868,193.0871,428.7664,426.9721,429.6901,86,86,,,218,18.230323879668898,18.400010642157802,18.482986839256714,17.938630072441818,15.873859704838432,17.696354400757023,17.789774381590473,17.628486238256805,18.00802017087304,19.82154225721971,17.92694700475726,16.54895735103553
537,193.087,193.0868,193.0886,357.1523,356.0525,387.4435,81,81,,,111,11.414076643075251,0.0,10.3228114057392,17.326332219053494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,193.8155,193.8151,193.8157,33.166,6.529,54.2977,201,109,,[M-2H+Na]- 172.841,52,17.4942310323106,19.18085796703261,18.37460604838599,22.754380890285933,20.516157038232155,21.431571368636384,21.93160595772093,21.416511363343314,21.553132973205607,22.54821202952559,20.384922878309883,18.296670600076784
539,193.9266,193.9265,193.9268,22.9581,21.8908,54.3205,36,36,,,738,11.933259797568004,10.519600114202055,17.95690060468075,14.0606082943592,15.245487237669455,17.879600270278,19.493323723222627,19.086204954286195,19.22242268944881,21.165645410061714,17.688084977447993,18.409944112819122
540,194.0459,194.0458,194.0462,211.2175,195.5783,217.6135,250,133,[40][M]-,,70,11.197370306073642,0.0,0.0,22.139501235719013,10.253548260023816,10.95005642153457,0.0,0.0,0.0,0.0,0.0,9.644676738736054
541,194.0459,194.0457,194.046,294.1532,292.5063,295.2761,132,132,[41][M]-,,442,0.0,10.913402964075454,11.954435532127688,19.717028307857035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,194.0458,194.0451,194.0461,248.9994,246.6836,250.8631,62,62,,,121,13.867218343697624,11.329027933481301,10.82567043931907,0.0,10.016488222143622,0.0,9.630178800715017,0.0,0.0,0.0,0.0,0.0
543,194.0823,194.0821,194.0824,580.1723,528.3834,599.5294,92,72,,,841,21.84306120519422,21.835660487378565,21.689257698007527,22.71984497102751,21.44303428050435,21.81430297686422,21.80550357040537,21.499443621168233,23.11831429074132,20.586954129827607,22.02544346907551,21.52290705882146
544,194.0823,194.0817,194.0829,476.3712,462.8539,514.0765,175,160,,,285,26.831149623517923,26.955865836259186,26.872350745083306,26.66680390684035,26.496958853575602,26.75651054213535,26.855819496622974,26.6824003136059,26.933299303093417,28.841336073180763,26.98512458824508,26.7465822886322
545,194.9061,194.9057,194.9063,31.5411,30.9369,32.3499,11,11,,,467,14.266425492437914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
546,194.9243,194.9237,194.9244,160.108,50.4623,267.1903,812,69,,,123,18.224438218749295,18.348991867202624,19.103212792064426,18.337026710741046,18.710928662020308,19.293194359909705,18.991644651102305,18.360143751626204,20.484743824599274,21.58007022339893,19.15695500683078,18.94904187940613
547,194.9274,194.9271,194.9277,33.8744,30.857,37.2303,134,134,,,52,13.722512009662209,9.802013623263203,0.0,21.618954187241624,10.320647271301526,10.91185652059945,11.840015565615767,11.894808211432363,13.518690021376136,0.0,13.661973580538984,0.0
548,194.9463,194.946,194.9467,32.656,30.3163,33.3311,37,37,,,9,0.0,0.0,0.0,16.845358752353427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549,194.9968,194.9956,194.997,40.3008,30.8615,42.3944,37,37,,,1100,0.0,0.0,12.661911998717349,18.180629361068103,0.0,0.0,0.0,0.0,10.26884642968642,0.0,0.0,0.0
550,195.0493,195.0487,195.0495,212.221,195.9049,249.2074,55,49,[40][M+1]-,,70,0.0,0.0,0.0,18.575064166807202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551,195.0492,195.0491,195.0493,294.1529,293.0542,294.8822,20,20,[41][M+1]-,,442,0.0,0.0,0.0,14.62264159799189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552,195.051,195.0506,195.0512,34.4573,32.1807,35.8226,128,128,,,620,0.0,0.0,0.0,20.706618713269318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553,195.0524,195.0521,195.0526,204.2426,183.7512,211.8385,156,131,[42][M]-,,747,0.0,0.0,0.0,22.73522934722356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
554,195.0523,195.0523,195.0524,167.5109,165.0827,175.238,52,52,,,781,0.0,0.0,0.0,14.593930310580674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
555,195.0639,195.0638,195.064,294.1749,293.6178,294.8537,9,9,,[M-2H+Na]- 174.089,8,0.0,0.0,0.0,14.779263452409493,18.486293952422795,18.062628062276367,18.438199769700127,18.495195723350932,18.357213918715296,20.599873316544816,18.75643363249593,18.88991273919672
556,195.0799,195.0797,195.0802,476.3712,475.7911,476.9731,9,9,,,276,0.0,0.0,15.442841282886844,15.15716837972099,15.042301980347784,16.924721279816872,16.177187044624112,16.18820591667905,17.35935857791127,0.0,18.037084431120043,15.799571245412727
557,195.0823,195.0822,195.0825,278.2875,277.3496,279.1024,38,38,,,83,11.565116841349065,10.26487726596317,0.0,12.77186113362564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,195.0855,195.0851,195.0861,476.3712,458.8661,502.4973,170,160,[43][M]-,,2,23.45958695509782,23.552207485069886,23.581437106348048,23.393891724871857,23.225599950887624,23.37498817053568,23.531014584995578,23.46527447595974,23.68182156578131,25.570549642320962,23.681245726065427,23.52279567822682
559,195.8111,195.8097,195.8113,251.2176,230.8405,268.8366,367,65,,,765,24.473368561237766,24.397473186079797,23.696950720756895,24.28989396583639,23.76359853581538,24.213678795697852,24.123464358538826,23.78693789676908,24.11300712460612,26.322214614100304,23.109662361917625,23.753773666967444
560,195.8111,195.8106,195.8114,482.2472,445.6111,522.3776,1165,87,,,43,24.439338034280947,24.091920143332928,22.446984580934377,24.58702348222568,24.897935062111028,24.75691950668332,24.726439255055222,24.890563853995626,24.52162898222491,26.407134041890675,24.812851044260977,24.957202054621447
561,195.8111,195.8106,195.8113,410.4834,367.6932,439.1181,775,70,,,719,25.131292973899534,25.21958387432805,24.734459438593095,24.69469434615974,25.155228057437647,25.212807495303423,25.032285996118336,25.250908228463256,24.80068164437371,26.770760267055923,25.318806645219848,25.38195860109851
562,195.8111,195.8107,195.8114,20.7041,6.2513,43.8871,456,150,,,672,24.984587716596042,24.186706322299553,23.19811082782106,27.41786773494024,24.938932932462176,24.342848752606788,25.57238940308789,25.555476853069084,25.470992210827852,27.115880375118614,25.913997354579486,24.307316200931595
563,195.8111,195.8106,195.8113,536.5456,522.9642,553.559,332,60,,,536,24.6773819375246,25.31673136710101,24.13908076436296,25.13915455811398,24.812562795770155,23.01994624951578,23.379010673780073,24.86851926523724,24.356149429894614,25.91407486372607,24.608906283696758,24.862001216279012
564,195.8111,195.8106,195.8113,65.7197,44.2638,103.7302,546,102,,,18,24.716666359425243,24.901521174396652,24.377809271537462,25.708479250914934,24.540175737422537,24.96683207984468,25.155110059263393,25.524421100310512,25.34312626263911,26.5404357294783,25.256981415953284,25.46393743695194
565,195.811,195.8106,195.8113,568.4679,554.1703,599.5294,393,59,,,879,24.06643295768259,24.92380660874161,24.00738638892306,23.47689937669594,24.1716824207628,22.753949509374156,23.266371233059825,23.87961010244366,23.66007063094834,25.15198721736764,23.713181623022603,23.588009787930325
566,195.8111,195.8106,195.8113,333.8897,303.6235,366.5518,540,70,,,15,24.71651575945731,24.640581110406515,24.08147070226349,25.455606896331673,25.429512168444234,25.060553349555406,25.0860150453589,25.069261435810652,25.58001677189885,27.53711494099452,24.528659380577903,25.17053950341135
567,195.8111,195.8106,195.8113,287.1992,271.2758,303.1342,277,65,,,583,25.01352713262141,24.80733839043693,24.538968596193296,24.396167015654914,25.084373674769125,24.869811584282125,24.916226591531412,25.007525503522697,24.74753906968495,26.380335201060294,24.63472272745873,25.05729010066144
568,195.8111,195.8106,195.8113,148.9022,104.1704,186.6534,614,64,,,724,23.90853480998227,24.481507334122988,23.638290755416534,25.307033510599084,25.17158834043998,24.483245079111065,24.69266949531477,24.869638589384813,24.46517480963084,26.628614937128468,24.26758746062027,24.837988522449283
569,195.8111,195.8106,195.8113,208.2896,186.8434,228.0843,341,63,,,41,24.460876277472575,24.48630299845532,24.087519407717227,24.697554475444324,24.796196556451545,24.477698274091882,24.573698197472346,24.322260227846442,24.194548749550627,26.49578549604569,24.513797567934624,24.813005471202025
570,195.9919,195.9915,195.9922,32.6016,31.3858,33.2152,14,14,,,468,0.0,0.0,0.0,18.704343594754846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571,196.0283,196.028,196.0286,45.4934,29.4324,49.2003,14,14,,,649,20.23864007299195,0.0,20.131267611220473,16.762811036208614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,196.0557,196.0555,196.0558,204.38,202.5189,209.9039,77,77,[42][M+1]-,,742,0.0,0.0,0.0,18.848313783082133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
